"median_house_value","total_bedrooms","total_rooms","bedroom_per_room"
"318700","244","1632","0.15"
"318800","369","1402","0.26"
"318800","96","564","0.17"
"318900","968","2975","0.33"
"318900","516","2399","0.22"
"318900","469","2194","0.21"
"318900","1911","9559","0.20"
"319000","573","3082","0.19"
"319000","409","2367","0.17"
"319000","729","4528","0.16"
"319100","393","2044","0.19"
"319100","815","4491","0.18"
"319100","465","2726","0.17"
"319200","259","950","0.27"
"319300","460","2865","0.16"
"319300","194","1287","0.15"
"319400","1050","3442","0.31"
"319400","318","1101","0.29"
"319400","501","2197","0.23"
"319400","593","2762","0.21"
"319400","389","2535","0.15"
"319500","585","4461","0.13"
"319600","1221","8046","0.15"
"319700","1059","3395","0.31"
"319700","1513","6119","0.25"
"319700","606","3771","0.16"
"319800","342","1740","0.20"
"319800","352","2660","0.13"
"319900","555","3306","0.17"
"320000","1866","5825","0.32"
"320000","461","1899","0.24"
"320000","311","1495","0.21"
"320100","425","2404","0.18"
"320200","419","2181","0.19"
"320200","746","5516","0.14"
"320200","378","2992","0.13"
"320300","437","2489","0.18"
"320300","356","2512","0.14"
"320400","620","3120","0.20"
"320400","341","2475","0.14"
"320400","427","3421","0.12"
"320500","149","945","0.16"
"320500","305","1927","0.16"
"320500","446","2952","0.15"
"320600","467","1486","0.31"
"320600","309","1156","0.27"
"320600","546","2358","0.23"
"320700","830","4526","0.18"
"320700","624","4422","0.14"
"320700","351","2496","0.14"
"320800","266","1053","0.25"
"320800","363","1577","0.23"
"320800","716","3112","0.23"
"320800","1827","9147","0.20"
"320800","798","4109","0.19"
"320900","669","3385","0.20"
"320900","3224","17313","0.19"
"320900","246","1650","0.15"
"321100","1100","6355","0.17"
"321100","358","2199","0.16"
"321200","360","1865","0.19"
"321200","862","4498","0.19"
"321200","424","2387","0.18"
"321300","346","1287","0.27"
"321300","433","2189","0.20"
"321300","3521","25187","0.14"
"321400","501","1875","0.27"
"321500","287","1642","0.17"
"321600","502","1731","0.29"
"321600","468","2316","0.20"
"321600","458","2530","0.18"
"321600","605","3943","0.15"
"321600","300","2003","0.15"
"321700","914","6006","0.15"
"321800","339","1526","0.22"
"321800","277","1497","0.19"
"321800","259","1488","0.17"
"321800","312","1956","0.16"
"321900","399","1765","0.23"
"321900","579","2791","0.21"
"322000","733","4650","0.16"
"322100","484","2236","0.22"
"322200","1203","2512","0.48"
"322200","625","2131","0.29"
"322200","1179","4921","0.24"
"322200","378","2639","0.14"
"322300","225","1184","0.19"
"322300","964","5675","0.17"
"322400","477","2706","0.18"
"322500","3173","18123","0.18"
"322600","725","2371","0.31"
"322600","404","1825","0.22"
"322600","287","1479","0.19"
"322600","356","1997","0.18"
"322700","397","1452","0.27"
"322700","578","2510","0.23"
"322700","437","2870","0.15"
"322800","1943","7740","0.25"
"322800","632","3621","0.17"
"322900","815","3028","0.27"
"322900","647","2521","0.26"
"322900","569","2739","0.21"
"322900","335","1755","0.19"
"322900","502","2751","0.18"
"322900","130","833","0.16"
"323000","451","2092","0.22"
"323000","1137","7397","0.15"
"323100","1537","6331","0.24"
"323100","304","1637","0.19"
"323100","435","2285","0.19"
"323300","1317","8726","0.15"
"323500","265","1602","0.17"
"323500","436","2964","0.15"
"323600","916","3716","0.25"
"323700","425","2198","0.19"
"323700","301","2051","0.15"
"323700","297","2040","0.15"
"323800","1075","3703","0.29"
"323800","574","2684","0.21"
"323800","330","1548","0.21"
"323800","385","2226","0.17"
"323800","313","1813","0.17"
"323900","982","3854","0.25"
"324000","597","2148","0.28"
"324000","495","2243","0.22"
"324000","581","2685","0.22"
"324000","585","2728","0.21"
"324000","245","1325","0.18"
"324000","597","3617","0.17"
"324200","768","2687","0.29"
"324200","1571","6555","0.24"
"324300","377","1562","0.24"
"324300","498","2229","0.22"
"324400","659","3066","0.21"
"324400","448","2232","0.20"
"324400","482","3009","0.16"
"324600","1007","7241","0.14"
"324600","493","3416","0.14"
"324600","301","2308","0.13"
"324700","414","1769","0.23"
"324700","214","1355","0.16"
"324700","1308","9772","0.13"
"324800","290","1887","0.15"
"324900","538","3632","0.15"
"325000","836","1316","0.64"
"325000","1197","2470","0.48"
"325000","350","854","0.41"
"325000","791","1996","0.40"
"325000","580","1576","0.37"
"325000","718","2142","0.34"
"325000","827","2508","0.33"
"325000","1315","4226","0.31"
"325000","625","2142","0.29"
"325000","754","2653","0.28"
"325000","299","1139","0.26"
"325000","785","3125","0.25"
"325000","283","1244","0.23"
"325000","81","351","0.23"
"325000","290","1269","0.23"
"325000","556","2455","0.23"
"325000","112","531","0.21"
"325000","25","121","0.21"
"325000","117","630","0.19"
"325000","280","1598","0.18"
"325000","177","1219","0.15"
"325000","469","3628","0.13"
"325200","518","2664","0.19"
"325200","361","2243","0.16"
"325400","310","1652","0.19"
"325400","345","2153","0.16"
"325500","447","2745","0.16"
"325600","459","3158","0.15"
"325600","527","3650","0.14"
"325700","624","2713","0.23"
"325700","817","5294","0.15"
"325800","230","941","0.24"
"325800","2118","12902","0.16"
"325900","468","2155","0.22"
"325900","215","1170","0.18"
"325900","574","3440","0.17"
"325900","490","3038","0.16"
"325900","858","6217","0.14"
"326000","373","2142","0.17"
"326000","494","3596","0.14"
"326100","333","1958","0.17"
"326100","277","1704","0.16"
"326100","394","2415","0.16"
"326100","308","1998","0.15"
"326300","554","3007","0.18"
"326400","239","1295","0.18"
"326500","421","1616","0.26"
"326500","1019","6141","0.17"
"326600","333","1709","0.19"
"326600","303","1805","0.17"
"326600","773","5743","0.13"
"326700","325","1217","0.27"
"326700","83","388","0.21"
"326700","408","1923","0.21"
"326700","508","2711","0.19"
"326700","213","1225","0.17"
"326700","151","992","0.15"
"326800","358","1846","0.19"
"326800","386","2649","0.15"
"327100","169","1225","0.14"
"327200","551","2846","0.19"
"327300","631","1965","0.32"
"327300","1394","4376","0.32"
"327300","298","1080","0.28"
"327300","364","1389","0.26"
"327300","336","1482","0.23"
"327300","272","1544","0.18"
"327300","572","3727","0.15"
"327300","318","2072","0.15"
"327500","493","2693","0.18"
"327500","464","2859","0.16"
"327500","300","1982","0.15"
"327500","554","4290","0.13"
"327600","151","828","0.18"
"327600","121","725","0.17"
"327600","399","2515","0.16"
"327700","535","2065","0.26"
"327700","1489","5686","0.26"
"327700","427","1730","0.25"
"327800","295","1422","0.21"
"327800","357","2623","0.14"
"327900","218","1547","0.14"
"328000","322","2099","0.15"
"328000","146","962","0.15"
"328100","427","1786","0.24"
"328100","240","1280","0.19"
"328200","158","1095","0.14"
"328400","579","2723","0.21"
"328500","642","3080","0.21"
"328500","546","3628","0.15"
"328600","240","906","0.26"
"328700","221","1533","0.14"
"328800","836","2880","0.29"
"328800","239","1625","0.15"
"328800","592","3952","0.15"
"328900","756","2124","0.36"
"328900","1710","7591","0.23"
"328900","1345","5944","0.23"
"328900","136","759","0.18"
"329100","643","2695","0.24"
"329100","552","3345","0.17"
"329200","407","2203","0.18"
"329200","122","756","0.16"
"329200","298","1931","0.15"
"329300","311","1778","0.17"
"329300","268","1591","0.17"
"329400","374","1436","0.26"
"329400","1089","4296","0.25"
"329400","335","1816","0.18"
"329400","292","1664","0.18"
"329400","1623","9944","0.16"
"329400","572","3752","0.15"
"329400","198","1610","0.12"
"329500","570","2462","0.23"
"329500","418","2485","0.17"
"329500","410","2605","0.16"
"329500","883","5989","0.15"
"329600","484","2064","0.23"
"329600","502","2564","0.20"
"329700","234","1317","0.18"
"329700","653","4890","0.13"
"329800","355","1807","0.20"
"329800","111","794","0.14"
"329800","227","1787","0.13"
"330000","799","2709","0.29"
"330000","941","3525","0.27"
"330000","15","67","0.22"
"330000","671","3585","0.19"
"330000","393","2200","0.18"
"330000","85","534","0.16"
"330000","1011","6678","0.15"
"330000","93","768","0.12"
"330100","301","1792","0.17"
"330200","513","2863","0.18"
"330200","366","2599","0.14"
"330200","335","2652","0.13"
"330300","304","1137","0.27"
"330300","239","1169","0.20"
"330400","2602","16042","0.16"
"330400","76","629","0.12"
"330500","317","1809","0.18"
"330500","462","2645","0.17"
"330600","410","2562","0.16"
"330600","401","3309","0.12"
"330700","454","2416","0.19"
"330700","218","1249","0.17"
"330700","640","4466","0.14"
"330800","609","2027","0.30"
"330800","422","1738","0.24"
"330800","665","3747","0.18"
"330900","428","2027","0.21"
"330900","830","5645","0.15"
"331000","653","3328","0.20"
"331000","189","975","0.19"
"331000","401","2074","0.19"
"331000","259","1426","0.18"
"331000","346","2012","0.17"
"331100","807","4768","0.17"
"331200","433","2332","0.19"
"331200","425","2245","0.19"
"331200","616","4424","0.14"
"331200","298","2083","0.14"
"331200","291","2207","0.13"
"331300","458","1797","0.25"
"331300","204","959","0.21"
"331300","336","1845","0.18"
"331300","233","1269","0.18"
"331300","654","4270","0.15"
"331300","433","2924","0.15"
"331400","224","1484","0.15"
"331400","354","2411","0.15"
"331400","333","2375","0.14"
"331500","155","922","0.17"
"331600","808","4335","0.19"
"331600","448","2639","0.17"
"331600","421","2568","0.16"
"331800","303","1321","0.23"
"331800","69","303","0.23"
"331800","332","2524","0.13"
"331900","995","5554","0.18"
"331900","231","1407","0.16"
"332000","634","3298","0.19"
"332000","1078","6846","0.16"
"332000","421","3258","0.13"
"332100","558","2304","0.24"
"332200","138","1075","0.13"
"332400","1249","6103","0.20"
"332400","289","1588","0.18"
"332400","243","1502","0.16"
"332400","273","2130","0.13"
"332500","774","3057","0.25"
"332500","255","1149","0.22"
"332500","384","2355","0.16"
"332500","354","2472","0.14"
"332500","248","1758","0.14"
"332600","811","3104","0.26"
"332600","260","1091","0.24"
"332600","122","681","0.18"
"332600","419","3000","0.14"
"332700","305","1792","0.17"
"332700","241","1391","0.17"
"332700","306","1995","0.15"
"332800","475","1933","0.25"
"332800","607","2646","0.23"
"332800","137","593","0.23"
"332800","749","3942","0.19"
"332900","373","2603","0.14"
"333000","851","4304","0.20"
"333000","177","1316","0.13"
"333100","539","2637","0.20"
"333100","468","3124","0.15"
"333300","1646","2732","0.60"
"333300","161","542","0.30"
"333300","289","1161","0.25"
"333300","351","1408","0.25"
"333300","699","2747","0.25"
"333300","246","1479","0.17"
"333300","592","3490","0.17"
"333300","788","5065","0.16"
"333300","744","5925","0.13"
"333400","1540","10687","0.14"
"333500","394","2010","0.20"
"333500","346","2275","0.15"
"333600","305","1538","0.20"
"333600","494","3068","0.16"
"333700","1404","6016","0.23"
"333700","852","3839","0.22"
"333700","516","3191","0.16"
"333700","410","2762","0.15"
"333700","758","5256","0.14"
"333800","1039","4670","0.22"
"333800","560","3124","0.18"
"333800","533","3592","0.15"
"333800","328","2627","0.12"
"333900","350","1710","0.20"
"333900","502","2782","0.18"
"333900","184","1134","0.16"
"334000","439","2420","0.18"
"334000","567","3678","0.15"
"334100","252","1332","0.19"
"334100","210","1241","0.17"
"334100","351","2589","0.14"
"334100","239","1898","0.13"
"334200","331","1688","0.20"
"334300","248","1115","0.22"
"334300","455","3343","0.14"
"334400","230","1390","0.17"
"334400","63","488","0.13"
"334500","174","1245","0.14"
"334600","802","2802","0.29"
"334600","416","2297","0.18"
"334600","624","4624","0.13"
"334700","253","1158","0.22"
"334700","359","1909","0.19"
"334800","636","4897","0.13"
"334900","1200","4590","0.26"
"334900","574","3393","0.17"
"334900","341","2259","0.15"
"335000","170","622","0.27"
"335000","378","1648","0.23"
"335000","86","409","0.21"
"335000","517","2841","0.18"
"335000","797","5034","0.16"
"335000","54","334","0.16"
"335000","187","1586","0.12"
"335100","1093","6429","0.17"
"335100","438","2510","0.17"
"335200","437","1709","0.26"
"335200","319","1648","0.19"
"335200","184","1326","0.14"
"335300","1312","4524","0.29"
"335300","794","3371","0.24"
"335300","758","3583","0.21"
"335300","375","1853","0.20"
"335300","323","2269","0.14"
"335400","369","1594","0.23"
"335400","478","2693","0.18"
"335500","646","2887","0.22"
"335500","1233","7281","0.17"
"335500","559","3526","0.16"
"335600","293","1978","0.15"
"335600","534","3851","0.14"
"335600","504","3781","0.13"
"335600","581","4677","0.12"
"335700","1914","5871","0.33"
"335700","832","3563","0.23"
"335700","412","2071","0.20"
"335700","484","2676","0.18"
"335900","287","1122","0.26"
"335900","474","2439","0.19"
"335900","495","2782","0.18"
"335900","629","3840","0.16"
"335900","414","2574","0.16"
"336000","356","1773","0.20"
"336000","361","1908","0.19"
"336000","258","1534","0.17"
"336100","653","3260","0.20"
"336100","1045","7411","0.14"
"336200","802","3414","0.23"
"336200","237","1362","0.17"
"336300","402","1657","0.24"
"336400","1989","6123","0.32"
"336400","334","1604","0.21"
"336400","262","1602","0.16"
"336500","340","1875","0.18"
"336500","1050","8072","0.13"
"336500","472","3512","0.13"
"336600","583","3905","0.15"
"336700","441","2299","0.19"
"336700","236","1227","0.19"
"336700","638","3458","0.18"
"336700","262","1643","0.16"
"336800","444","1587","0.28"
"336800","429","2638","0.16"
"336900","996","5587","0.18"
"336900","1141","6393","0.18"
"336900","331","1982","0.17"
"336900","518","3150","0.16"
"336900","382","2868","0.13"
"337000","949","3534","0.27"
"337000","722","3239","0.22"
"337000","1042","6423","0.16"
"337000","521","3504","0.15"
"337100","295","2102","0.14"
"337200","641","3047","0.21"
"337200","352","1972","0.18"
"337200","270","2234","0.12"
"337300","1048","5287","0.20"
"337300","744","5377","0.14"
"337300","817","5650","0.14"
"337400","285","1598","0.18"
"337400","441","2785","0.16"
"337400","1073","7187","0.15"
"337500","1036","3522","0.29"
"337500","1151","4077","0.28"
"337500","620","2416","0.26"
"337500","584","2340","0.25"
"337500","828","3807","0.22"
"337500","322","1616","0.20"
"337500","110","655","0.17"
"337600","371","1993","0.19"
"337800","366","1748","0.21"
"337900","418","2387","0.18"
"337900","320","1814","0.18"
"337900","340","2649","0.13"
"338000","689","3200","0.22"
"338100","812","3518","0.23"
"338100","244","1328","0.18"
"338200","787","4769","0.17"
"338200","816","4789","0.17"
"338400","292","1959","0.15"
"338400","1084","7480","0.14"
"338500","667","3999","0.17"
"338600","485","2516","0.19"
"338700","794","4033","0.20"
"338700","335","2110","0.16"
"338700","357","2648","0.13"
"338800","291","1519","0.19"
"338800","263","2070","0.13"
"338900","604","2363","0.26"
"338900","562","3666","0.15"
"339000","472","1829","0.26"
"339000","328","1751","0.19"
"339000","311","1784","0.17"
"339100","386","1465","0.26"
"339100","175","877","0.20"
"339100","833","5039","0.17"
"339200","316","2048","0.15"
"339200","256","2214","0.12"
"339300","359","1858","0.19"
"339300","127","895","0.14"
"339300","336","2379","0.14"
"339400","439","2107","0.21"
"339400","281","1693","0.17"
"339500","187","1083","0.17"
"339600","502","3285","0.15"
"339700","259","1051","0.25"
"339700","605","2514","0.24"
"339700","1207","7490","0.16"
"339700","4179","27700","0.15"
"339800","896","3448","0.26"
"339800","507","2466","0.21"
"339800","270","1351","0.20"
"339800","230","1382","0.17"
"340000","2961","7517","0.39"
"340000","587","3052","0.19"
"340000","396","3067","0.13"
"340000","25","200","0.13"
"340100","967","5321","0.18"
"340100","434","2563","0.17"
"340300","2696","16590","0.16"
"340300","465","3651","0.13"
"340400","442","1467","0.30"
"340400","654","2703","0.24"
"340400","277","1492","0.19"
"340400","584","3303","0.18"
"340400","562","3119","0.18"
"340400","130","767","0.17"
"340400","908","5813","0.16"
"340400","531","3866","0.14"
"340500","681","2642","0.26"
"340500","1097","4292","0.26"
"340500","301","1271","0.24"
"340500","142","908","0.16"
"340600","285","1101","0.26"
"340600","108","679","0.16"
"340600","502","3344","0.15"
"340700","461","2331","0.20"
"340700","530","2620","0.20"
"340700","396","2021","0.20"
"340700","252","1361","0.19"
"340700","403","2474","0.16"
"340800","429","1733","0.25"
"340800","815","3244","0.25"
