"median_income","population","household","total_rooms","people_per_household","people_per_room"
"15809","531","133","606","3.992","0.876"
"15781","1522","423","1933","3.598","0.787"
"15781","1163","524","2614","2.219","0.445"
"15781","1292","304","1218","4.250","1.061"
"15774","1345","580","3127","2.319","0.430"
"15771","1861","415","1733","4.484","1.074"
"15770","1083","494","2378","2.192","0.455"
"15758","2756","1239","5934","2.224","0.464"
"15750","1100","311","1240","3.537","0.887"
"15750","774","271","1186","2.856","0.653"
"15743","1219","312","1418","3.907","0.860"
"15739","519","199","1177","2.608","0.441"
"15734.999999999998","1576","599","2123","2.631","0.742"
"15729","557","139","633","4.007","0.880"
"15727","1685","541","1164","3.115","1.448"
"15727","1201","384","1461","3.128","0.822"
"15713.999999999998","1073","436","2023","2.461","0.530"
"15713.999999999998","679","162","637","4.191","1.066"
"15713.999999999998","1222","224","858","5.455","1.424"
"15693.999999999998","413","88","442","4.693","0.934"
"15685","1774","559","1562","3.174","1.136"
"15676.000000000002","1479","512","2251","2.889","0.657"
"15667","1007","465","2966","2.166","0.340"
"15662","1564","408","1563","3.833","1.001"
"15652","1308","310","980","4.219","1.335"
"15642","1070","243","1070","4.403","1.000"
"15640","1290","352","1591","3.665","0.811"
"15634.999999999998","3200","664","2266","4.819","1.412"
"15633","1426","632","2901","2.256","0.492"
"15625","359","118","353","3.042","1.017"
"15625","730","162","587","4.506","1.244"
"15625","613","187","973","3.278","0.630"
"15625","1516","482","2457","3.145","0.617"
"15625","826","382","1665","2.162","0.496"
"15625","410","149","384","2.752","1.068"
"15625","314","140","512","2.243","0.613"
"15625","789","183","1026","4.311","0.769"
"15625","483","146","607","3.308","0.796"
"15625","715","275","1081","2.600","0.661"
"15615.000000000002","1774","562","2407","3.157","0.737"
"15613","940","400","1547","2.350","0.608"
"15611","1530","391","1745","3.913","0.877"
"15608","1518","386","1533","3.933","0.990"
"15603","1428","313","848","4.562","1.684"
"15603","845","330","1665","2.561","0.508"
"15603","1046","332","1180","3.151","0.886"
"15600","2444","626","3185","3.904","0.767"
"15595.000000000002","2725","1300","9482","2.096","0.287"
"15593.999999999998","1337","282","800","4.741","1.671"
"15565","3013","791","1627","3.809","1.852"
"15561","1920","586","2426","3.276","0.791"
"15556.000000000002","2496","527","2261","4.736","1.104"
"15552.999999999998","6846","2156","3894","3.175","1.758"
"15547","1091","443","1855","2.463","0.588"
"15540","2794","839","3508","3.330","0.796"
"15539","1277","435","2204","2.936","0.579"
"15536.000000000002","467","255","1451","1.831","0.322"
"15536.000000000002","931","214","875","4.350","1.064"
"15536.000000000002","1339","499","1645","2.683","0.814"
"15531","728","281","1131","2.591","0.644"
"15521","2464","631","2180","3.905","1.130"
"15521","1966","442","1702","4.448","1.155"
"15517","816","397","1235","2.055","0.661"
"15515.000000000002","1787","515","2014","3.470","0.887"
"15506","1986","662","3208","3.000","0.619"
"15500","2118","669","1807","3.166","1.172"
"15500","1100","334","1521","3.293","0.723"
"15500","1042","301","948","3.462","1.099"
"15500","672","334","1812","2.012","0.371"
"15491","87","25","41","3.480","2.122"
"15491","805","349","1969","2.307","0.409"
"15489","735","320","1808","2.297","0.407"
"15481","311","100","502","3.110","0.620"
"15479","1796","629","2609","2.855","0.688"
"15474.000000000002","1396","363","1697","3.846","0.823"
"15464","2022","462","2079","4.377","0.973"
"15455.000000000002","215","90","524","2.389","0.410"
"15449","1563","538","2438","2.905","0.641"
"15432.999999999998","713","290","1294","2.459","0.551"
"15429","1215","672","1996","1.808","0.609"
"15429","677","213","1120","3.178","0.604"
"15427","1956","679","2919","2.881","0.670"
"15427","1799","476","2136","3.779","0.842"
"15417","98","54","414","1.815","0.237"
"15417","650","334","902","1.946","0.721"
"15407","1469","442","1972","3.324","0.745"
"15394.000000000002","1939","503","1751","3.855","1.107"
"15371.999999999998","1148","388","1459","2.959","0.787"
"15369","2115","478","1731","4.425","1.222"
"15357","627","273","1059","2.297","0.592"
"15357","1145","343","1650","3.338","0.694"
"15347","956","232","1157","4.121","0.826"
"15329","1056","414","1765","2.551","0.598"
"15328","3030","890","2288","3.404","1.324"
"15326","1052","467","1982","2.253","0.531"
"15326","1144","362","1331","3.160","0.860"
"15321","1410","420","2084","3.357","0.677"
"15319","1285","456","2062","2.818","0.623"
"15313.000000000002","1053","390","1634","2.700","0.644"
"15313.000000000002","617","274","1537","2.252","0.401"
"15313.000000000002","284","73","424","3.890","0.670"
"15313.000000000002","2048","600","1983","3.413","1.033"
"15303","1222","298","1475","4.101","0.828"
"15294.000000000002","1463","367","1340","3.986","1.092"
"15291.999999999998","1226","391","1825","3.136","0.672"
"15288","1639","582","3019","2.816","0.543"
"15284","597","227","622","2.630","0.960"
"15281","1137","365","1860","3.115","0.611"
"15280","1316","462","2149","2.848","0.612"
"15278","515","227","1461","2.269","0.352"
"15273.000000000002","1368","551","2625","2.483","0.521"
"15271.999999999998","2054","480","2215","4.279","0.927"
"15268","877","270","1041","3.248","0.842"
"15256","702","225","1102","3.120","0.637"
"15250","557","170","479","3.276","1.163"
"15227","267","55","167","4.855","1.599"
"15227","610","268","1540","2.276","0.396"
"15227","1386","306","1287","4.529","1.077"
"15223","2030","522","2465","3.889","0.824"
"15217","1568","510","2231","3.075","0.703"
"15208","321","128","952","2.508","0.337"
"15208","2406","655","2899","3.673","0.830"
"15208","200","87","340","2.299","0.588"
"15208","1595","545","1922","2.927","0.830"
"15208","940","309","1396","3.042","0.673"
"15203","859","418","1945","2.055","0.442"
"15195","2500","813","1951","3.075","1.281"
"15179","1080","353","1420","3.059","0.761"
"15174","1492","422","1945","3.536","0.767"
"15169.999999999998","1658","417","1598","3.976","1.038"
"15163","2468","707","2343","3.491","1.053"
"15161","2263","473","1847","4.784","1.225"
"15160","1331","305","1343","4.364","0.991"
"15156","227","148","407","1.534","0.558"
"15156","1238","467","2337","2.651","0.530"
"15156","1688","662","1436","2.550","1.175"
"15152.000000000002","2019","524","1271","3.853","1.589"
"15147","999","315","1481","3.171","0.675"
"15143","3538","1371","5218","2.581","0.678"
"15139","729","286","1066","2.549","0.684"
"15132.000000000002","716","543","1394","1.319","0.514"
"15132.000000000002","824","248","1027","3.323","0.802"
"15122","960","386","1524","2.487","0.630"
"15114","975","277","1274","3.520","0.765"
"15109","1098","297","1454","3.697","0.755"
"15100","4123","2127","5293","1.938","0.779"
"15088.999999999998","1628","325","1269","5.009","1.283"
"15086","1708","367","1462","4.654","1.168"
"15085","1607","562","2277","2.859","0.706"
"15078","2486","754","2991","3.297","0.831"
"15078","1367","393","1786","3.478","0.765"
"15076","1566","753","2404","2.080","0.651"
"15071.000000000002","1058","305","1062","3.469","0.996"
"15068.999999999998","1282","336","1393","3.815","0.920"
"15066","987","383","1741","2.577","0.567"
"15064","1879","679","2978","2.767","0.631"
"15057","622","259","1238","2.402","0.502"
"15057","1505","464","2002","3.244","0.752"
"15054","3356","659","1632","5.093","2.056"
"15049.999999999998","1113","338","1750","3.293","0.636"
"15045","1061","407","1868","2.607","0.568"
"15028.999999999998","1134","525","1886","2.160","0.601"
"15026","2176","548","1823","3.971","1.194"
"15026","1071","529","1689","2.025","0.634"
"15000","819","311","1126","2.633","0.727"
"15000","1753","490","2073","3.578","0.846"
"15000","609","289","924","2.107","0.659"
"15000","2357","808","3375","2.917","0.698"
"15000","600","265","1312","2.264","0.457"
"15000","735","518","1434","1.419","0.513"
"15000","875","313","1015","2.796","0.862"
"14958","1167","384","1728","3.039","0.675"
"14952","656","303","1518","2.165","0.432"
"14946","702","317","1376","2.215","0.510"
"14940","1172","319","564","3.674","2.078"
"14937","1474","326","1490","4.521","0.989"
"14936","1015","472","5612","2.150","0.181"
"14934","761","267","1377","2.850","0.553"
"14923","1193","447","2053","2.669","0.581"
"14917","1587","406","1562","3.909","1.016"
"14913","726","224","1098","3.241","0.661"
"14911.000000000002","494","227","1411","2.176","0.350"
"14911.000000000002","1033","327","1797","3.159","0.575"
"14904","1204","321","513","3.751","2.347"
"14896","481","211","1483","2.280","0.324"
"14896","1258","359","1573","3.504","0.800"
"14891","994","270","1229","3.681","0.809"
"14888.999999999998","1412","753","3374","1.875","0.418"
"14886","1153","282","932","4.089","1.237"
"14886","490","105","326","4.667","1.503"
"14886","124","51","248","2.431","0.500"
"14886","1525","477","1920","3.197","0.794"
"14886","1528","512","1976","2.984","0.773"
"14871","1141","420","1654","2.717","0.690"
"14867.999999999998","902","368","1717","2.451","0.525"
"14867","3444","679","2700","5.072","1.276"
"14866","901","281","1181","3.206","0.763"
"14861","1696","503","2419","3.372","0.701"
"14861","610","126","545","4.841","1.119"
"14861","570","264","1215","2.159","0.469"
"14856","1626","428","1980","3.799","0.821"
"14853","167","70","370","2.386","0.451"
"14851","851","576","1838","1.477","0.463"
"14844","217","71","280","3.056","0.775"
"14844","1008","255","986","3.953","1.022"
"14833","640","289","1387","2.215","0.461"
"14827.999999999998","1083","298","1266","3.634","0.855"
"14827.999999999998","1686","558","2063","3.022","0.817"
"14821","1656","521","2204","3.179","0.751"
"14821","570","225","1431","2.533","0.398"
"14817","1397","417","1853","3.350","0.754"
"14815","1171","455","2424","2.574","0.483"
"14812","1061","306","1660","3.467","0.639"
"14804","731","429","1734","1.704","0.422"
"14803","730","417","1277","1.751","0.572"
"14801","1805","375","968","4.813","1.865"
"14792","2194","521","1905","4.211","1.152"
"14792","2165","738","3065","2.934","0.706"
"14792","653","147","649","4.442","1.006"
"14786","1460","410","1807","3.561","0.808"
"14779","364","121","593","3.008","0.614"
"14773","814","174","832","4.678","0.978"
"14773","1904","647","2076","2.943","0.917"
"14766.999999999998","572","301","1657","1.900","0.345"
"14766","842","219","912","3.845","0.923"
"14766","3786","917","3800","4.129","0.996"
"14750","749","137","453","5.467","1.653"
"14740","1246","341","1235","3.654","1.009"
"14732","201","51","253","3.941","0.794"
"14730","3120","1075","3300","2.902","0.945"
"14729.000000000002","1744","425","1893","4.104","0.921"
"14726.999999999998","1583","504","2559","3.141","0.619"
"14726","374","95","523","3.937","0.715"
"14722","291","102","329","2.853","0.884"
"14722","1970","534","2127","3.689","0.926"
"14722","727","369","1391","1.970","0.523"
"14719","1647","612","2372","2.691","0.694"
"14712","807","316","1124","2.554","0.718"
"14712","1724","516","2710","3.341","0.636"
"14712","931","265","1555","3.513","0.599"
"14702","839","280","1278","2.996","0.656"
"14700","405","180","788","2.250","0.514"
"14688.000000000002","761","225","972","3.382","0.783"
"14688.000000000002","1489","386","1406","3.858","1.059"
"14688.000000000002","63","24","240","2.625","0.263"
"14688.000000000002","212","67","319","3.164","0.665"
"14680","2860","827","1390","3.458","2.058"
"14679","679","371","2191","1.830","0.310"
"14676","798","342","1880","2.333","0.424"
"14668.000000000002","788","279","1398","2.824","0.564"
"14665","2518","1132","4913","2.224","0.513"
"14663","1225","317","1208","3.864","1.014"
"14661","1030","453","2035","2.274","0.506"
"14653","749","206","697","3.636","1.075"
"14653","4479","504","1777","8.887","2.521"
"14648.000000000002","567","254","1608","2.232","0.353"
"14645.999999999998","1116","424","1914","2.632","0.583"
"14639","1509","403","1487","3.744","1.015"
"14635","1925","444","2070","4.336","0.930"
"14632","1286","357","1445","3.602","0.890"
"14625","2400","625","3215","3.840","0.747"
"14625","1673","464","1971","3.606","0.849"
"14625","1168","358","1504","3.263","0.777"
"14620","1514","668","2896","2.266","0.523"
"14619","2682","675","2703","3.973","0.992"
"14617","743","597","1995","1.245","0.372"
"14615","1000","346","1457","2.890","0.686"
"14615","2079","598","1306","3.477","1.592"
"14598","1015","413","1912","2.458","0.531"
"14589","2415","956","3358","2.526","0.719"
"14583","42","25","60","1.680","0.700"
"14583","1307","345","1615","3.788","0.809"
"14583","2248","588","2109","3.823","1.066"
"14583","887","216","869","4.106","1.021"
"14577","1543","372","1481","4.148","1.042"
"14564.999999999998","1712","556","1852","3.079","0.924"
"14556","2589","721","3141","3.591","0.824"
"14554","1520","614","1534","2.476","0.991"
"14552","1007","623","1185","1.616","0.850"
"14531","1532","494","2115","3.101","0.724"
"14529","1234","583","2383","2.117","0.518"
"14524","1167","281","990","4.153","1.179"
"14524","1852","721","3095","2.569","0.598"
"14514","877","200","1156","4.385","0.759"
"14511","549","273","1268","2.011","0.433"
"14511","476","91","476","5.231","1.000"
"14497","2860","862","2345","3.318","1.220"
"14492","1344","472","1785","2.847","0.753"
"14490","1406","362","1764","3.884","0.797"
"14481","947","244","831","3.881","1.140"
"14480","1316","339","1467","3.882","0.897"
"14463.999999999998","1280","263","962","4.867","1.331"
"14463.999999999998","130","58","315","2.241","0.413"
"14463.999999999998","1182","591","2501","2.000","0.473"
"14455","1567","449","2228","3.490","0.703"
"14443.999999999998","511","133","296","3.842","1.726"
"14432","1178","309","1515","3.812","0.778"
"14429","852","309","1290","2.757","0.660"
"14427.000000000002","1623","390","1763","4.162","0.921"
"14427.000000000002","426","208","790","2.048","0.539"
"14423","1672","584","2389","2.863","0.700"
"14419","1449","341","1553","4.249","0.933"
"14418","1851","1116","4663","1.659","0.397"
"14415","737","186","738","3.962","0.999"
"14413","2931","702","1788","4.175","1.639"
"14397","884","258","1246","3.426","0.709"
"14390","833","445","1690","1.872","0.493"
"14387","1513","588","3009","2.573","0.503"
"14383.999999999998","3284","854","3223","3.845","1.019"
"14375","340","127","561","2.677","0.606"
"14375","955","351","871","2.721","1.096"
"14375","935","349","1751","2.679","0.534"
"14375","456","250","1000","1.824","0.456"
"14366.000000000002","4002","2106","9601","1.900","0.417"
"14338","329","158","1134","2.082","0.290"
"14329","1283","277","847","4.632","1.515"
"14327","881","221","921","3.986","0.957"
"14320","2182","651","2636","3.352","0.828"
"14318","1762","736","2828","2.394","0.623"
"14301","1148","747","2438","1.537","0.471"
"14282","2722","834","4037","3.264","0.674"
"14279","856","212","1093","4.038","0.783"
"14274","1367","645","2575","2.119","0.531"
"14267","1092","233","1000","4.687","1.092"
"14254","1953","720","2935","2.713","0.665"
"14250","1805","440","1624","4.102","1.111"
"14250","176","60","244","2.933","0.721"
"14250","272","81","382","3.358","0.712"
"14241","642","333","1427","1.928","0.450"
"14240","1583","626","2793","2.529","0.567"
"14224.000000000002","380","83","151","4.578","2.517"
"14205.000000000002","98","48","1491","2.042","0.066"
"14196","483","165","755","2.927","0.640"
"14194","988","395","1623","2.501","0.609"
"14191","2809","535","1923","5.250","1.461"
